Raca,Sexo,Idade,peso_kg,porte_animal,Nivel_Atividade_Pet,Dieta_Atual,Marca_Racao,caminhada_diaria_km,Medicamentos,Convulsoes,Horas_Sono,Tempo_Brincadeira_Horas,Visitas_Anuais_Veterinario,calorias_diarias_RER,Status_Saude,Recomendacao_Racao_IA
Great Dane,Macho,13.0,30.39,Grande,Muito Ativo,Especial,Special,1.61,Não,Não,12.0,1.0,1.0,906.04,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Labrador Retriever,Macho,11.0,32.66,Grande,Moderado,Especial,Wellness,4.83,Não,Não,11.0,3.0,2.0,956.34,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Siberian Husky,Fêmea,1.0,10.89,Médio,Baixo,Úmida,Pedigree,4.83,Sim,Não,14.0,1.0,0.0,419.63,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Great Dane,Macho,3.0,6.8,Pequeno,Ativo,Caseira,Special,4.83,Sim,Não,12.0,2.0,0.0,294.77,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Blue Buffalo® Basics™ Small Breed Adult Dry Dog Food - Natural, Turkey"
Yorkshire Terrier,Macho,10.0,26.31,Grande,Baixo,Caseira,Special,1.61,Sim,Não,8.0,2.0,0.0,813.18,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Poodle,Macho,2.0,23.13,Médio,Muito Ativo,Especial,Pedigree,6.44,Não,Sim,11.0,3.0,3.0,738.29,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Dachshund,Fêmea,8.0,24.04,Médio,Baixo,Especial,Wellness,4.83,Sim,Não,12.0,0.0,1.0,759.97,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
SRD (Sem Raça Definida),Fêmea,4.0,19.96,Médio,Ativo,Caseira,Special,1.61,Não,Não,11.0,3.0,0.0,661.03,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Siberian Husky,Fêmea,9.0,12.25,Médio,Muito Ativo,Úmida,Pedigree,4.83,Não,Não,10.0,1.0,2.0,458.35,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
German Shepherd,Fêmea,5.0,25.4,Grande,Baixo,Especial,Nutro,8.05,Não,Não,8.0,3.0,2.0,792.0,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Australian Shepherd,Fêmea,7.0,16.78,Médio,Baixo,Úmida,Purina,8.05,Sim,Não,11.0,2.0,1.0,580.35,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
German Shepherd,Fêmea,8.0,27.67,Grande,Ativo,Úmida,Pedigree,3.22,Não,Não,11.0,2.0,0.0,844.51,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Beagle,Macho,5.0,17.69,Médio,Ativo,Úmida,Hill's Science,6.44,Sim,Não,11.0,0.0,0.0,603.8,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Golden Retriever,Fêmea,1.0,11.34,Médio,Baixo,Úmida,Hill's Science,4.83,Não,Sim,10.0,2.0,2.0,432.57,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Great Dane,Macho,8.0,25.85,Grande,Ativo,Caseira,Special,6.44,Não,Sim,9.0,2.0,1.0,802.5,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Siberian Husky,Fêmea,9.0,22.23,Médio,Moderado,Especial,Wellness,1.61,Sim,Não,11.0,1.0,0.0,716.64,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
German Shepherd,Fêmea,2.0,29.48,Grande,Moderado,Úmida,Nutro,6.44,Sim,Não,11.0,2.0,2.0,885.61,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Labrador Retriever,Fêmea,6.0,22.68,Médio,Muito Ativo,Especial,Pedigree,0.0,Não,Não,11.0,2.0,1.0,727.5,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,Fêmea,8.0,25.85,Grande,Baixo,Caseira,Special,3.22,Sim,Não,12.0,3.0,2.0,802.5,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Poodle,Macho,6.0,35.38,Grande,Moderado,Especial,Iams,0.0,Sim,Não,11.0,2.0,2.0,1015.47,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Rottweiler,Macho,6.0,24.49,Médio,Muito Ativo,Especial,Iams,3.22,Não,Não,11.0,1.0,0.0,770.62,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,Fêmea,12.0,20.87,Médio,Ativo,Caseira,Special,4.83,Não,Não,10.0,3.0,1.0,683.5,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Bulldog,Fêmea,12.0,16.78,Médio,Ativo,Especial,Pedigree,1.61,Não,Não,12.0,3.0,0.0,580.35,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
German Shepherd,Macho,10.0,19.5,Médio,Muito Ativo,Ração Seca,Special,3.22,Sim,Não,10.0,0.0,0.0,649.57,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Labrador Retriever,Macho,2.0,21.77,Médio,Ativo,Caseira,Special,1.61,Não,Não,11.0,1.0,2.0,705.49,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Rottweiler,Fêmea,4.0,17.24,Médio,Muito Ativo,Especial,Nutro,3.22,Não,Não,10.0,1.0,0.0,592.24,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,Macho,7.0,20.41,Médio,Ativo,Úmida,Pedigree,0.0,Não,Não,11.0,0.0,3.0,672.17,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Boxer,Fêmea,7.0,27.22,Grande,Ativo,Caseira,Special,4.83,Não,Não,13.0,2.0,0.0,834.19,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Siberian Husky,Fêmea,13.0,29.48,Grande,Muito Ativo,Ração Seca,Nutro,1.61,Sim,Não,11.0,1.0,0.0,885.61,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Chihuahua,Fêmea,1.0,18.6,Médio,Ativo,Caseira,Special,6.44,Sim,Não,13.0,0.0,1.0,626.95,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
German Shepherd,Fêmea,5.0,20.41,Médio,Ativo,Ração Seca,Pedigree,3.22,Sim,Não,12.0,2.0,2.0,672.17,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Boxer,Fêmea,1.0,27.22,Grande,Ativo,Úmida,Blue Buffalo,3.22,Não,Sim,8.0,2.0,1.0,834.19,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Great Dane,Fêmea,9.0,37.19,Grande,Baixo,Especial,Iams,8.05,Sim,Não,11.0,0.0,1.0,1054.19,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Labrador Retriever,Macho,13.0,28.58,Grande,Baixo,Especial,Pedigree,6.44,Não,Não,12.0,2.0,2.0,865.26,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Great Dane,Fêmea,13.0,14.51,Médio,Ativo,Ração Seca,Pedigree,4.83,Sim,Não,10.0,2.0,1.0,520.41,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Rottweiler,Fêmea,4.0,21.32,Médio,Ativo,Caseira,Special,3.22,Não,Não,11.0,2.0,4.0,694.53,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Poodle,Macho,13.0,31.75,Grande,Baixo,Ração Seca,Pedigree,3.22,Não,Não,8.0,2.0,0.0,936.28,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Doberman,Macho,13.0,21.32,Médio,Baixo,Ração Seca,Purina,1.61,Não,Não,12.0,1.0,1.0,694.53,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Labrador Retriever,Macho,10.0,13.61,Médio,Muito Ativo,Úmida,Special,6.44,Não,Não,14.0,2.0,3.0,496.01,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Rottweiler,Fêmea,9.0,19.96,Médio,Moderado,Úmida,Nutro,1.61,Não,Não,13.0,1.0,4.0,661.03,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,Macho,13.0,25.4,Grande,Moderado,Úmida,Wellness,3.22,Não,Não,13.0,1.0,2.0,792.0,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Beagle,Fêmea,3.0,24.49,Médio,Ativo,Caseira,Special,0.0,Sim,Não,11.0,3.0,4.0,770.62,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,Macho,11.0,20.87,Médio,Moderado,Úmida,Pedigree,0.0,Sim,Não,11.0,1.0,1.0,683.5,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Dachshund,Fêmea,11.0,13.15,Médio,Ativo,Úmida,Nutro,3.22,Sim,Não,10.0,2.0,1.0,483.38,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Dachshund,Fêmea,12.0,14.97,Médio,Ativo,Caseira,Special,4.83,Sim,Não,13.0,3.0,0.0,532.74,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Boxer,Fêmea,11.0,34.02,Grande,Ativo,Especial,Hill's Science,8.05,Sim,Não,10.0,1.0,1.0,986.05,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Rottweiler,Fêmea,12.0,27.22,Grande,Muito Ativo,Ração Seca,Purina,4.83,Sim,Não,11.0,0.0,0.0,834.19,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Boxer,Macho,9.0,30.39,Grande,Moderado,Ração Seca,Iams,3.22,Não,Não,11.0,2.0,2.0,906.04,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,Macho,8.0,21.32,Médio,Muito Ativo,Úmida,Purina,1.61,Sim,Não,13.0,3.0,2.0,694.53,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Great Dane,Fêmea,4.0,25.4,Grande,Moderado,Especial,Purina,4.83,Sim,Não,10.0,2.0,0.0,792.0,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Chihuahua,Macho,10.0,23.13,Médio,Baixo,Caseira,Special,0.0,Não,Não,10.0,1.0,1.0,738.29,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Labrador Retriever,Macho,13.0,12.25,Médio,Moderado,Especial,Nutro,4.83,Sim,Não,10.0,3.0,1.0,458.35,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,Fêmea,10.0,13.15,Médio,Moderado,Úmida,Purina,0.0,Não,Não,10.0,3.0,0.0,483.38,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Siberian Husky,Fêmea,12.0,22.23,Médio,Ativo,Ração Seca,Nutro,3.22,Não,Não,10.0,2.0,1.0,716.64,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Dachshund,Macho,5.0,13.61,Médio,Muito Ativo,Caseira,Special,3.22,Não,Não,10.0,1.0,0.0,496.01,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
German Shepherd,Macho,1.0,17.69,Médio,Ativo,Úmida,Wellness,3.22,Não,Não,11.0,2.0,2.0,603.8,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Yorkshire Terrier,Fêmea,6.0,19.96,Médio,Moderado,Úmida,Royal Canin,0.0,Sim,Não,12.0,2.0,0.0,661.03,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Golden Retriever,Macho,8.0,27.67,Grande,Baixo,Caseira,Special,1.61,Sim,Não,13.0,2.0,1.0,844.51,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Siberian Husky,Macho,12.0,22.23,Médio,Ativo,Úmida,Royal Canin,6.44,Não,Não,12.0,2.0,4.0,716.64,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Great Dane,Fêmea,9.0,29.03,Grande,Moderado,Ração Seca,Royal Canin,3.22,Não,Não,10.0,2.0,2.0,875.45,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Labrador Retriever,Macho,9.0,25.85,Grande,Muito Ativo,Ração Seca,Wellness,8.05,Sim,Não,9.0,3.0,2.0,802.5,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Bulldog,Fêmea,4.0,32.66,Grande,Ativo,Caseira,Special,6.44,Sim,Não,11.0,1.0,1.0,956.34,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,Macho,12.0,23.13,Médio,Ativo,Ração Seca,Iams,6.44,Sim,Não,12.0,2.0,1.0,738.29,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Siberian Husky,Fêmea,11.0,25.4,Grande,Muito Ativo,Ração Seca,Wellness,4.83,Não,Não,11.0,1.0,4.0,792.0,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Australian Shepherd,Macho,1.0,20.87,Médio,Ativo,Úmida,Iams,1.61,Sim,Não,9.0,1.0,2.0,683.5,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Bulldog,Fêmea,5.0,20.87,Médio,Ativo,Especial,Iams,3.22,Não,Não,9.0,3.0,4.0,683.5,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Dachshund,Macho,6.0,6.35,Pequeno,Baixo,Caseira,Special,3.22,Não,Não,12.0,1.0,1.0,280.01,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Blue Buffalo® Basics™ Small Breed Adult Dry Dog Food - Natural, Turkey"
Great Dane,Fêmea,6.0,13.61,Médio,Muito Ativo,Especial,Wellness,1.61,Sim,Não,11.0,3.0,1.0,496.01,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,Fêmea,8.0,10.43,Médio,Ativo,Caseira,Special,1.61,Não,Não,10.0,2.0,1.0,406.27,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,Macho,5.0,9.98,Pequeno,Moderado,Úmida,Royal Canin,4.83,Sim,Não,12.0,1.0,3.0,393.05,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Siberian Husky,Macho,8.0,22.68,Médio,Ativo,Ração Seca,Nutro,3.22,Não,Não,11.0,1.0,0.0,727.5,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Australian Shepherd,Fêmea,11.0,40.82,Grande,Ativo,Caseira,Special,6.44,Não,Não,10.0,2.0,2.0,1130.45,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
SRD (Sem Raça Definida),Fêmea,12.0,29.94,Grande,Ativo,Especial,Wellness,1.61,Não,Não,11.0,2.0,2.0,895.96,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Bulldog,Macho,9.0,20.41,Médio,Ativo,Ração Seca,Wellness,6.44,Não,Não,10.0,2.0,1.0,672.17,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Poodle,Macho,3.0,31.3,Grande,Muito Ativo,Especial,Iams,4.83,Sim,Não,11.0,3.0,1.0,926.31,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
German Shepherd,Fêmea,5.0,18.6,Médio,Muito Ativo,Úmida,Purina,6.44,Não,Não,9.0,2.0,1.0,626.95,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Dachshund,Macho,8.0,19.5,Médio,Baixo,Ração Seca,Pedigree,0.0,Sim,Não,10.0,1.0,2.0,649.57,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
SRD (Sem Raça Definida),Fêmea,4.0,11.79,Médio,Ativo,Ração Seca,Iams,1.61,Sim,Não,11.0,2.0,1.0,445.38,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Rottweiler,Fêmea,13.0,18.6,Médio,Muito Ativo,Especial,Purina,0.0,Sim,Não,10.0,1.0,1.0,626.95,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
SRD (Sem Raça Definida),Fêmea,13.0,30.39,Grande,Baixo,Caseira,Special,3.22,Sim,Não,13.0,2.0,3.0,906.04,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Beagle,Fêmea,4.0,18.6,Médio,Moderado,Caseira,Special,4.83,Não,Não,10.0,2.0,2.0,626.95,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,Fêmea,9.0,17.69,Médio,Ativo,Ração Seca,Iams,4.83,Não,Não,12.0,2.0,1.0,603.8,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Australian Shepherd,Fêmea,7.0,28.58,Grande,Baixo,Úmida,Wellness,3.22,Sim,Não,13.0,2.0,1.0,865.26,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
SRD (Sem Raça Definida),Macho,9.0,17.24,Médio,Baixo,Caseira,Special,1.61,Não,Não,11.0,2.0,2.0,592.24,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,Macho,3.0,15.42,Médio,Moderado,Ração Seca,Pedigree,6.44,Sim,Não,11.0,0.0,2.0,544.7,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Rottweiler,Macho,7.0,16.78,Médio,Ativo,Especial,Purina,1.61,Sim,Não,13.0,0.0,1.0,580.35,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Doberman,Fêmea,7.0,25.85,Grande,Moderado,Caseira,Special,4.83,Sim,Não,9.0,1.0,1.0,802.5,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Boxer,Macho,8.0,17.24,Médio,Baixo,Especial,Hill's Science,0.0,Não,Não,10.0,2.0,2.0,592.24,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,Fêmea,8.0,12.25,Médio,Ativo,Úmida,Nutro,8.05,Sim,Não,11.0,2.0,2.0,458.35,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Great Dane,Macho,10.0,25.85,Grande,Moderado,Úmida,Nutro,3.22,Não,Não,10.0,2.0,1.0,802.5,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Dachshund,Fêmea,12.0,26.76,Grande,Ativo,Especial,Iams,9.66,Sim,Não,9.0,2.0,2.0,823.59,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Rottweiler,Macho,5.0,20.87,Médio,Ativo,Caseira,Special,1.61,Sim,Não,9.0,2.0,0.0,683.5,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Boxer,Macho,5.0,19.5,Médio,Ativo,Ração Seca,Nutro,3.22,Sim,Não,8.0,1.0,4.0,649.57,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Labrador Retriever,Fêmea,11.0,19.96,Médio,Ativo,Úmida,Purina,4.83,Sim,Não,10.0,2.0,1.0,661.03,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Labrador Retriever,Macho,5.0,25.85,Grande,Moderado,Ração Seca,Purina,8.05,Não,Não,13.0,2.0,1.0,802.5,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
