Raca,Idade,peso_kg,porte_animal,Status_Saude,calorias_diarias_RER,Status_Corporal,Sugestao_IA,Acerto
Great Dane,11.0,22.68,Médio,Sim,727.5,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Bulldog,13.0,26.76,Grande,Sim,823.59,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
German Shepherd,5.0,28.58,Grande,Sim,865.26,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Bulldog,11.0,24.04,Médio,Sim,759.97,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
German Shepherd,9.0,16.78,Médio,Sim,580.35,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Australian Shepherd,8.0,29.03,Grande,Sim,875.45,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Great Dane,7.0,23.13,Médio,Sim,738.29,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
German Shepherd,9.0,29.48,Grande,Não,885.61,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Yorkshire Terrier,2.0,32.21,Grande,Sim,946.44,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Siberian Husky,9.0,4.54,Pequeno,Sim,217.72,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Blue Buffalo® Basics™ Small Breed Adult Dry Dog Food - Natural, Turkey",1
Doberman,1.0,23.59,Médio,Não,749.28,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
SRD (Sem Raça Definida),8.0,23.13,Médio,Sim,738.29,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Dachshund,3.0,6.8,Pequeno,Sim,294.77,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Blue Buffalo® Basics™ Small Breed Adult Dry Dog Food - Natural, Turkey",1
Labrador Retriever,5.0,22.68,Médio,Sim,727.5,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
SRD (Sem Raça Definida),10.0,34.47,Grande,Sim,995.82,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Beagle,4.0,30.84,Grande,Não,916.08,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Rottweiler,8.0,16.78,Médio,Sim,580.35,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Australian Shepherd,10.0,22.23,Médio,Não,716.64,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Chihuahua,12.0,29.94,Grande,Sim,895.96,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Golden Retriever,10.0,21.32,Médio,Não,694.53,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Chihuahua,2.0,27.22,Grande,Não,834.19,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Doberman,12.0,18.14,Médio,Não,615.28,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Australian Shepherd,1.0,14.97,Médio,Sim,532.74,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Chihuahua,2.0,27.22,Grande,Sim,834.19,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Boxer,10.0,29.94,Grande,Sim,895.96,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Great Dane,1.0,12.7,Médio,Não,470.92,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Chihuahua,1.0,12.7,Médio,Sim,470.92,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
German Shepherd,1.0,26.31,Grande,Não,813.18,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Australian Shepherd,5.0,18.6,Médio,Sim,626.95,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Bulldog,12.0,20.87,Médio,Sim,683.5,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Siberian Husky,12.0,31.3,Grande,Sim,926.31,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Boxer,11.0,26.31,Grande,Sim,813.18,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Labrador Retriever,7.0,29.94,Grande,Sim,895.96,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Siberian Husky,11.0,32.21,Grande,Não,946.44,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Beagle,9.0,17.24,Médio,Sim,592.24,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Bulldog,10.0,24.95,Médio,Sim,781.45,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Yorkshire Terrier,4.0,16.78,Médio,Não,580.35,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Siberian Husky,8.0,26.76,Grande,Sim,823.59,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Bulldog,11.0,14.06,Médio,Sim,508.26,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Golden Retriever,7.0,19.96,Médio,Não,661.03,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Beagle,4.0,20.87,Médio,Sim,683.5,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
German Shepherd,7.0,25.4,Grande,Sim,792.0,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Australian Shepherd,2.0,22.23,Médio,Sim,716.64,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Boxer,9.0,37.19,Grande,Não,1054.19,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Doberman,5.0,28.12,Grande,Sim,854.79,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Golden Retriever,11.0,18.14,Médio,Não,615.28,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Labrador Retriever,12.0,29.03,Grande,Não,875.45,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Great Dane,6.0,21.32,Médio,Sim,694.53,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Yorkshire Terrier,2.0,19.05,Médio,Não,638.29,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Boxer,12.0,32.21,Grande,Não,946.44,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Chihuahua,7.0,25.4,Grande,Sim,792.0,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Poodle,11.0,14.51,Médio,Sim,520.41,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Boxer,7.0,16.78,Médio,Não,580.35,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Poodle,7.0,5.9,Pequeno,Não,264.99,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Blue Buffalo® Basics™ Small Breed Adult Dry Dog Food - Natural, Turkey",1
Australian Shepherd,7.0,28.58,Grande,Sim,865.26,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Siberian Husky,12.0,19.96,Médio,Sim,661.03,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Golden Retriever,7.0,39.46,Grande,Sim,1102.09,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Doberman,3.0,23.13,Médio,Sim,738.29,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Golden Retriever,4.0,29.94,Grande,Sim,895.96,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Golden Retriever,7.0,19.96,Médio,Sim,661.03,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Boxer,11.0,18.14,Médio,Sim,615.28,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Australian Shepherd,4.0,28.12,Grande,Sim,854.79,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Golden Retriever,7.0,26.31,Grande,Sim,813.18,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Siberian Husky,12.0,20.41,Médio,Não,672.17,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Australian Shepherd,7.0,25.85,Grande,Sim,802.5,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Boxer,7.0,14.51,Médio,Sim,520.41,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Dachshund,7.0,22.68,Médio,Sim,727.5,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Chihuahua,10.0,14.97,Médio,Sim,532.74,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Golden Retriever,5.0,24.04,Médio,Sim,759.97,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Boxer,10.0,23.13,Médio,Sim,738.29,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Poodle,13.0,16.33,Médio,Sim,568.64,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Golden Retriever,12.0,26.31,Grande,Sim,813.18,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Poodle,3.0,29.48,Grande,Não,885.61,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Labrador Retriever,2.0,22.68,Médio,Sim,727.5,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Beagle,4.0,21.77,Médio,Sim,705.49,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Siberian Husky,3.0,26.76,Grande,Não,823.59,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Dachshund,12.0,30.39,Grande,Não,906.04,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
German Shepherd,12.0,18.14,Médio,Sim,615.28,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Boxer,10.0,20.41,Médio,Não,672.17,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Poodle,6.0,22.68,Médio,Sim,727.5,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Bulldog,5.0,23.13,Médio,Sim,738.29,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Poodle,2.0,28.12,Grande,Sim,854.79,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Australian Shepherd,5.0,23.59,Médio,Sim,749.28,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Labrador Retriever,10.0,26.31,Grande,Sim,813.18,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Chihuahua,13.0,19.05,Médio,Sim,638.29,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Dachshund,12.0,28.58,Grande,Sim,865.26,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Golden Retriever,6.0,19.05,Médio,Não,638.29,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Doberman,9.0,18.6,Médio,Sim,626.95,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Australian Shepherd,12.0,15.88,Médio,Sim,556.85,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Siberian Husky,5.0,28.58,Grande,Sim,865.26,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Great Dane,12.0,20.41,Médio,Sim,672.17,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Golden Retriever,12.0,26.76,Grande,Não,823.59,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Poodle,12.0,19.96,Médio,Não,661.03,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Australian Shepherd,11.0,17.69,Médio,Sim,603.8,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Doberman,1.0,24.95,Médio,Não,781.45,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Boxer,6.0,23.59,Médio,Sim,749.28,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Boxer,6.0,37.65,Grande,Sim,1063.95,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Labrador Retriever,5.0,19.96,Médio,Não,661.03,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Australian Shepherd,7.0,24.95,Médio,Sim,781.45,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Golden Retriever,6.0,22.23,Médio,Sim,716.64,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Great Dane,7.0,39.46,Grande,Sim,1102.09,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Beagle,6.0,22.68,Médio,Sim,727.5,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Rottweiler,3.0,23.13,Médio,Sim,738.29,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Yorkshire Terrier,13.0,5.9,Pequeno,Sim,264.99,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Dachshund,5.0,31.3,Grande,Sim,926.31,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Bulldog,6.0,20.87,Médio,Sim,683.5,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Chihuahua,6.0,11.79,Médio,Sim,445.38,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Golden Retriever,3.0,33.11,Grande,Sim,966.2,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Doberman,13.0,22.23,Médio,Não,716.64,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Poodle,7.0,33.57,Grande,Sim,976.25,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Golden Retriever,2.0,23.59,Médio,Sim,749.28,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Boxer,7.0,31.75,Grande,Sim,936.28,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Yorkshire Terrier,6.0,22.68,Médio,Sim,727.5,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Great Dane,1.0,24.49,Médio,Sim,770.62,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Beagle,12.0,10.43,Médio,Não,406.27,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Golden Retriever,8.0,22.68,Médio,Sim,727.5,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Chihuahua,2.0,24.49,Médio,Não,770.62,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Doberman,13.0,22.68,Médio,Não,727.5,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Great Dane,7.0,15.42,Médio,Sim,544.7,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Labrador Retriever,11.0,21.32,Médio,Não,694.53,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Boxer,4.0,26.31,Grande,Não,813.18,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Great Dane,8.0,15.88,Médio,Sim,556.85,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Australian Shepherd,5.0,24.04,Médio,Sim,759.97,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
